Bus,Follows,Confidence Score (0 to 1),Is followed by,Confidence Score (0 to 1)
d6fa79179fda2a77455794637f225962,6b4c5b251baf9846a4c4273693154363,0.9999889616553138,a6951a59b64579edcf822ab9ea4c0c83,0.9999886949763405
d6fa79179fda2a77455794637f225962,5580f995d6f4d3bcceca7e2db6c77bf7,0.9953760003917447,5580f995d6f4d3bcceca7e2db6c77bf7,0.9953424017255087
d6fa79179fda2a77455794637f225962,642c372f4c10a6c0039912b557aa8a22,0.9976741632161867,22f694bbcef788c5f2f4d44ad39fcdbd,0.997666965360009
d6fa79179fda2a77455794637f225962,74017231b804c80d3f1fa28be2fe0ffa,0.9930277542191966,49a138fe484117e03704bcd345a83d32,0.9925239410990149
d6fa79179fda2a77455794637f225962,a6951a59b64579edcf822ab9ea4c0c83,0.994964030041339,5580f995d6f4d3bcceca7e2db6c77bf7,0.9948532417133564
d6fa79179fda2a77455794637f225962,5580f995d6f4d3bcceca7e2db6c77bf7,0.9992804047922205,5580f995d6f4d3bcceca7e2db6c77bf7,0.9992026033588205
d6fa79179fda2a77455794637f225962,d6fa79179fda2a77455794637f225962,0.9893012793814481,d6fa79179fda2a77455794637f225962,0.9890163910873401
d6fa79179fda2a77455794637f225962,22f694bbcef788c5f2f4d44ad39fcdbd,0.6644238870802319,52f186799d2b458345f56fec0c00c689,0.6228573634492169
d6fa79179fda2a77455794637f225962,d6fa79179fda2a77455794637f225962,0.9025718108408676,909d337c7f74b91e3b19e5f43689b477,0.8969202255713765
d6fa79179fda2a77455794637f225962,909d337c7f74b91e3b19e5f43689b477,0.8969202255713765,5580f995d6f4d3bcceca7e2db6c77bf7,0.895566766570831
d6fa79179fda2a77455794637f225962,d6fa79179fda2a77455794637f225962,0.9968729399892647,c0e0a47587fbf6247f4f9a22ba22cc80,0.9964927234173151
23400e84ea8d9f642252d1c343d26464,5580f995d6f4d3bcceca7e2db6c77bf7,0.9707281166032583,49a138fe484117e03704bcd345a83d32,0.0436503775401798
cfa18a60741f6e93df4f7ea15cb0e30b,5580f995d6f4d3bcceca7e2db6c77bf7,0.9707281166032583,49a138fe484117e03704bcd345a83d32,0.0436503775401798
55d025d1d77431effef6d6680a2aea33,5580f995d6f4d3bcceca7e2db6c77bf7,0.9707281166032583,49a138fe484117e03704bcd345a83d32,0.0436503775401798
1e8f943f51641d72889455e26d49dec7,5580f995d6f4d3bcceca7e2db6c77bf7,0.9707281166032583,49a138fe484117e03704bcd345a83d32,0.0436503775401798
4a2864d951d93bbfb4d7ac6a4eb40a75,a6951a59b64579edcf822ab9ea4c0c83,0.9903506907570702,22f694bbcef788c5f2f4d44ad39fcdbd,0.99012341697825
4a2864d951d93bbfb4d7ac6a4eb40a75,5580f995d6f4d3bcceca7e2db6c77bf7,0.9986911349376106,d6fa79179fda2a77455794637f225962,0.9986344060566154
4a2864d951d93bbfb4d7ac6a4eb40a75,22f694bbcef788c5f2f4d44ad39fcdbd,0.9873388189164338,94e6adf5189531e3a52686bb17c2b2ad,0.9870898700122223
4a2864d951d93bbfb4d7ac6a4eb40a75,d6fa79179fda2a77455794637f225962,0.9989009599173434,5580f995d6f4d3bcceca7e2db6c77bf7,0.9988726907186362
4a2864d951d93bbfb4d7ac6a4eb40a75,f663c68449dda5634f3797fd9c4c3ad6,0.9833383196994884,a6951a59b64579edcf822ab9ea4c0c83,0.9832303333218303
4a2864d951d93bbfb4d7ac6a4eb40a75,3f16e520e1e84f8b9a72b63cbc4fb598,0.80080213375218,d6fa79179fda2a77455794637f225962,0.7951183608986578
4a2864d951d93bbfb4d7ac6a4eb40a75,a70bfd3145f3c601b7b8371845be6e57,0.9985626007040445,3b9b3497d23b8212272f1b4c1f70bbfa,0.9985268145660356
ca5a5dcf590a304de20107f2f119fe4d,5580f995d6f4d3bcceca7e2db6c77bf7,0.9998685540993847,8239a4d7ab3b3de7711c6cb7748229bf,0.9998639634456777
ca5a5dcf590a304de20107f2f119fe4d,a6951a59b64579edcf822ab9ea4c0c83,0.7913035401166395,49a138fe484117e03704bcd345a83d32,0.7899419473029754
ca5a5dcf590a304de20107f2f119fe4d,5580f995d6f4d3bcceca7e2db6c77bf7,0.996227926731847,5580f995d6f4d3bcceca7e2db6c77bf7,0.9961925851528093
ca5a5dcf590a304de20107f2f119fe4d,5580f995d6f4d3bcceca7e2db6c77bf7,0.7894672667650343,a6951a59b64579edcf822ab9ea4c0c83,0.7741397228821457
ca5a5dcf590a304de20107f2f119fe4d,64a22e07e0139a1d1f322f58f206e5bf,0.6372927147220183,d6fa79179fda2a77455794637f225962,0.6257613061920837
ca5a5dcf590a304de20107f2f119fe4d,74017231b804c80d3f1fa28be2fe0ffa,0.9930277542191966,49a138fe484117e03704bcd345a83d32,0.9925239410990149
ca5a5dcf590a304de20107f2f119fe4d,49a138fe484117e03704bcd345a83d32,0.9069046047359907,22f694bbcef788c5f2f4d44ad39fcdbd,0.904876388463001
dcb5420e873f5bb322abf4cece991b03,d6fa79179fda2a77455794637f225962,0.9973347610892549,b8d1710db82f66126ca3f540f2ad2f08,0.997222224889093
dcb5420e873f5bb322abf4cece991b03,d6fa79179fda2a77455794637f225962,0.7929502789023677,d6fa79179fda2a77455794637f225962,0.7920357654746579
dcb5420e873f5bb322abf4cece991b03,49a138fe484117e03704bcd345a83d32,0.9069046047359907,22f694bbcef788c5f2f4d44ad39fcdbd,0.904876388463001
dcb5420e873f5bb322abf4cece991b03,204490717c824958fef2ea80cc19442b,0.9863534837841507,5580f995d6f4d3bcceca7e2db6c77bf7,0.9855664321373072
dcb5420e873f5bb322abf4cece991b03,74017231b804c80d3f1fa28be2fe0ffa,0.9930277542191966,49a138fe484117e03704bcd345a83d32,0.9925239410990149
dcb5420e873f5bb322abf4cece991b03,9d2a5d655e5000921f3591f6cd7908d3,0.9886438065835503,22f694bbcef788c5f2f4d44ad39fcdbd,0.9874240435952236
dcb5420e873f5bb322abf4cece991b03,3b9b3497d23b8212272f1b4c1f70bbfa,0.9399765074982912,909d337c7f74b91e3b19e5f43689b477,0.9396957765143094
dcb5420e873f5bb322abf4cece991b03,d6fa79179fda2a77455794637f225962,0.9890163910873401,d6fa79179fda2a77455794637f225962,0.9878314096349332
9d2a5d655e5000921f3591f6cd7908d3,49a138fe484117e03704bcd345a83d32,0.9990335207393637,22f694bbcef788c5f2f4d44ad39fcdbd,0.9990013931562023
9d2a5d655e5000921f3591f6cd7908d3,94e6adf5189531e3a52686bb17c2b2ad,0.9999712588000655,5580f995d6f4d3bcceca7e2db6c77bf7,0.999969136675521
9d2a5d655e5000921f3591f6cd7908d3,a6951a59b64579edcf822ab9ea4c0c83,0.9898194435843902,dcb5420e873f5bb322abf4cece991b03,0.9884789696416524
9d2a5d655e5000921f3591f6cd7908d3,5580f995d6f4d3bcceca7e2db6c77bf7,0.9992026033588205,5580f995d6f4d3bcceca7e2db6c77bf7,0.9991018282444195
b38712db6ce31a420650d8e701799aee,820d8358a405170cccfb8051b8e47a60,0.9999999956390033,09d3a01cf347bce0b92631414af3fea8,0.9999999753069931
b38712db6ce31a420650d8e701799aee,5580f995d6f4d3bcceca7e2db6c77bf7,0.9998708119168201,ab479dab4a9e6bc3eaefe77a09f027ed,0.9998611865222105
b38712db6ce31a420650d8e701799aee,b38712db6ce31a420650d8e701799aee,0.9999991896648132,a68a88422070999db27c80a179ad4664,0.9999988975837993
b38712db6ce31a420650d8e701799aee,b38712db6ce31a420650d8e701799aee,0.999999997585052,6d364920e6c9f9f71b1d881107e639f0,0.9999999974575189
b38712db6ce31a420650d8e701799aee,225554f4707e5122d97d5fb642b10af3,0.999999252253789,b38712db6ce31a420650d8e701799aee,0.9999991668456838
09d3a01cf347bce0b92631414af3fea8,b38712db6ce31a420650d8e701799aee,0.999999997585052,6d364920e6c9f9f71b1d881107e639f0,0.9999999974575189
09d3a01cf347bce0b92631414af3fea8,5580f995d6f4d3bcceca7e2db6c77bf7,0.9998708119168201,ab479dab4a9e6bc3eaefe77a09f027ed,0.9998611865222105
09d3a01cf347bce0b92631414af3fea8,60468e0a545d3f8f7a6a19eb6cfc3ca8,0.9999567864841774,a68a88422070999db27c80a179ad4664,0.9999510905058383
09d3a01cf347bce0b92631414af3fea8,b38712db6ce31a420650d8e701799aee,0.9999999899074018,74cc09e5cb64134800650f0c21f94942,0.999999885732654
09d3a01cf347bce0b92631414af3fea8,a68a88422070999db27c80a179ad4664,0.9999988975837993,c0e0a47587fbf6247f4f9a22ba22cc80,0.9999984245388908
b8d1710db82f66126ca3f540f2ad2f08,d6fa79179fda2a77455794637f225962,0.9970967141923635,22f694bbcef788c5f2f4d44ad39fcdbd,0.9970477915952406
b8d1710db82f66126ca3f540f2ad2f08,22f694bbcef788c5f2f4d44ad39fcdbd,0.9947705322135403,5580f995d6f4d3bcceca7e2db6c77bf7,0.9946454454706215
b8d1710db82f66126ca3f540f2ad2f08,5580f995d6f4d3bcceca7e2db6c77bf7,0.9999785866826573,5580f995d6f4d3bcceca7e2db6c77bf7,0.9999743729398805
b8d1710db82f66126ca3f540f2ad2f08,a6951a59b64579edcf822ab9ea4c0c83,0.9619331951948124,d6fa79179fda2a77455794637f225962,0.9618849073058722
b8d1710db82f66126ca3f540f2ad2f08,a70bfd3145f3c601b7b8371845be6e57,0.9985626007040445,3b9b3497d23b8212272f1b4c1f70bbfa,0.9985268145660356
8a96c2026a520cfd595767af6e5974ef,22f694bbcef788c5f2f4d44ad39fcdbd,0.9977889469184023,d6fa79179fda2a77455794637f225962,0.9977276298212866
8a96c2026a520cfd595767af6e5974ef,5580f995d6f4d3bcceca7e2db6c77bf7,0.9996727631976208,7f431e064b9ea2f9852a37f92b316802,0.9996552366031382
8a96c2026a520cfd595767af6e5974ef,6b4c5b251baf9846a4c4273693154363,0.9999889616553138,a6951a59b64579edcf822ab9ea4c0c83,0.9999886949763405
8a96c2026a520cfd595767af6e5974ef,22f694bbcef788c5f2f4d44ad39fcdbd,0.9998435628262289,52f186799d2b458345f56fec0c00c689,0.9998398752558274
f5cfac75c865b638a027692334a9e3c7,5580f995d6f4d3bcceca7e2db6c77bf7,0.9707281166032583,49a138fe484117e03704bcd345a83d32,0.0436503775401798
5580f995d6f4d3bcceca7e2db6c77bf7,5580f995d6f4d3bcceca7e2db6c77bf7,0.9771633969392208,5580f995d6f4d3bcceca7e2db6c77bf7,0.9754008761943389
5580f995d6f4d3bcceca7e2db6c77bf7,626d457856a4635087133cf957abae2b,0.8536337089586051,5580f995d6f4d3bcceca7e2db6c77bf7,0.8449074536570341
5580f995d6f4d3bcceca7e2db6c77bf7,5580f995d6f4d3bcceca7e2db6c77bf7,0.9739234219630453,5580f995d6f4d3bcceca7e2db6c77bf7,0.9723651375595087
5580f995d6f4d3bcceca7e2db6c77bf7,5580f995d6f4d3bcceca7e2db6c77bf7,0.834828299970082,5580f995d6f4d3bcceca7e2db6c77bf7,0.8326575434859176
5580f995d6f4d3bcceca7e2db6c77bf7,5580f995d6f4d3bcceca7e2db6c77bf7,0.9748781450378818,5580f995d6f4d3bcceca7e2db6c77bf7,0.9733853983346235
5580f995d6f4d3bcceca7e2db6c77bf7,a6951a59b64579edcf822ab9ea4c0c83,0.8367774470454915,5580f995d6f4d3bcceca7e2db6c77bf7,0.834828299970082
